receita_cliente,anuidade_emprestimo,anos_casa_propria,telefone_trab,avaliacao_cidade,score_1,score_2,score_3,score_social,troca_telefone,inadimplente
13050.0,4842.9,12.157323818874069,1,2.0,0.5012129250527902,0.606883805,0.5131714918568087,0.0082,358.0,0
15750.0,1350.0,12.157323818874069,1,2.0,0.612920231,0.305131682,0.5131714918568087,0.1052,169.0,0
16855.246324152788,2610.9,12.157323818874069,1,2.0,0.5012129250527902,0.317673719,0.5131714918568087,0.1174278550927779,504.0,0
16855.246324152788,1524.15,12.157323818874069,0,2.0,0.176308003,0.499537198,0.5131714918568087,0.1174278550927779,0.0,0
24750.0,2722.188350749274,12.157323818874069,1,3.0,0.5012129250527902,0.692795069,0.795803133,0.1174278550927779,2585.0,1
6750.0,3165.3,12.157323818874069,0,3.0,0.5012129250527902,0.459477389,0.5131714918568087,0.1433,1106.0,1
16855.246324152788,3045.6,12.157323818874069,0,2.0,0.5012129250527902,0.159679234,0.5131714918568087,0.0082,325.0,1
9000.0,2542.5,12.157323818874069,0,2.0,0.442498767,0.524037679,0.5131714918568087,0.0124,582.0,1
13500.0,2441.25,12.157323818874069,0,3.0,0.5012129250527902,0.019712935,0.5131714918568087,0.1174278550927779,230.0,1
16855.246324152788,1885.5,12.157323818874069,1,2.0,0.5012129250527902,0.591312717,0.5131714918568087,0.1309,1726.0,0
16855.246324152788,2519.55,12.157323818874069,0,2.0,0.592045717,0.537396552,0.5131714918568087,0.1174278550927779,483.0,1
16855.246324152788,4415.85,12.157323818874069,0,2.0,0.5012129250527902,0.675623376,0.5131714918568087,0.0598,544.0,0
15750.0,2722.188350749274,12.157323818874069,0,3.0,0.342343935,0.20248972,0.669056695,0.1174278550927779,1243.0,1
16855.246324152788,3177.0,12.157323818874069,0,2.0,0.5012129250527902,0.686500091,0.5131714918568087,0.1174278550927779,975.0,0
29250.0,3289.5,12.157323818874069,1,1.0,0.5012129250527902,0.774261091,0.5131714918568087,0.1433,398.0,0
6750.0,2269.8,20.0,0,2.030038427084816,0.069434932,0.336474147,0.5131714918568087,0.1174278550927779,1087.0,0
18000.0,1641.6,12.157323818874069,0,1.0,0.5012129250527902,0.267242844,0.5131714918568087,0.1174278550927779,0.0,0
27000.0,3712.5,4.0,0,1.0,0.80301365,0.625872903,0.5131714918568087,0.1536,0.0,0
33750.0,3719.7,4.0,0,3.0,0.5012129250527902,0.652040965,0.5131714918568087,0.1174278550927779,1816.0,0
9000.0,2722.188350749274,12.157323818874069,0,2.030038427084816,0.786303714,0.543289447,0.5131714918568087,0.0845,2184.0,1
8100.0,1237.5,64.0,0,2.0,0.244739685,0.341122908,0.5131714918568087,0.1174278550927779,84.0,0
16855.246324152788,1754.55,15.0,1,2.0,0.733448203,0.62354534,0.5131714918568087,0.1174278550927779,2457.0,0
6300.0,1597.05,12.157323818874069,0,2.0,0.618950769,0.729713113,0.5131714918568087,0.1174278550927779,2063.0,1
11700.0,2418.75,20.0,1,2.0,0.5012129250527902,5e-06,0.5131714918568087,0.1174278550927779,0.0,1
13500.0,2137.5,12.157323818874069,0,2.0,0.5012129250527902,0.656186946,0.5131714918568087,0.0649,2123.0,1
6750.0,2596.95,17.0,1,3.0,0.505189217,0.579690923,0.5131714918568087,0.1174278550927779,1316.0,0
16855.246324152788,3641.85,12.157323818874069,0,2.0,0.5012129250527902,0.728369681,0.5131714918568087,0.0082,723.0,1
16855.246324152788,882.9,12.157323818874069,0,2.0,0.5012129250527902,0.179189995,0.5131714918568087,0.1174278550927779,275.0,1
5400.0,1709.1,12.157323818874069,0,2.0,0.5012129250527902,0.183596143,0.5131714918568087,0.1174278550927779,646.0,1
5850.0,675.0,12.157323818874069,0,2.0,0.5012129250527902,0.201985208,0.5131714918568087,0.1174278550927779,732.0,0
31500.0,6100.2,10.0,0,2.0,0.449100626,0.468902636,0.5131714918568087,0.1174278550927779,2010.0,0
11250.0,2557.8,12.157323818874069,0,3.0,0.411673392,0.56002723,0.5131714918568087,0.1174278550927779,1001.0,0
9000.0,2771.55,17.0,0,2.0,0.5012129250527902,0.592395608,0.5131714918568087,0.1174278550927779,0.0,0
15750.0,1662.75,12.157323818874069,0,2.0,0.5012129250527902,0.64139976,0.5131714918568087,0.1174278550927779,706.0,0
13500.0,4846.5,15.0,0,2.0,0.5012129250527902,0.70147472,0.5131714918568087,0.1174278550927779,295.0,0
13500.0,4670.1,15.0,0,2.0,0.845117456,0.002603244,0.5131714918568087,0.1174278550927779,0.0,1
16650.0,1889.1,19.0,0,2.0,0.502546367,0.503615439,0.5131714918568087,0.1174278550927779,1557.0,0
22500.0,2498.4,7.0,1,1.0,0.733709071,0.700966175,0.5131714918568087,0.3464,508.0,0
13500.0,3337.65,12.157323818874069,0,2.0,0.5012129250527902,0.63605101,0.5131714918568087,0.1174278550927779,72.0,0
15750.0,1897.65,6.0,0,2.0,0.5012129250527902,0.609088433,0.5131714918568087,0.1174278550927779,1202.0,0
13500.0,1389.6,12.157323818874069,0,2.0,0.5012129250527902,0.664495191,0.5131714918568087,0.1174278550927779,1481.0,1
18000.0,3260.25,9.0,0,2.0,0.179669199,0.402175662,0.5131714918568087,0.1174278550927779,787.0,0
20700.0,2722.188350749274,10.0,0,2.0,0.5012129250527902,0.5186248226373849,0.72383699,0.1174278550927779,1770.0,1
18000.0,3035.7,8.0,0,2.0,0.5012129250527902,0.281843701,0.5131714918568087,0.0557,118.0,1
20250.0,5346.0,14.0,0,2.0,0.30630354,0.700819476,0.5131714918568087,0.1174278550927779,888.0,0
40500.0,4523.85,12.157323818874069,1,2.0,0.51385079,0.460639839,0.5131714918568087,0.1031,818.0,0
17100.0,2628.45,12.157323818874069,0,2.0,0.159862239,0.734618721,0.5131714918568087,0.4041,1157.0,0
11250.0,2722.188350749274,13.0,0,2.0,0.5012129250527902,0.475856995,0.5131714918568087,0.1174278550927779,576.0,0
15750.0,3966.3,12.157323818874069,0,3.0,0.5012129250527902,0.68781165,0.5131714918568087,0.1174278550927779,535.0,0
18000.0,1461.15,12.157323818874069,0,2.0,0.77002025,0.0816659,0.5131714918568087,0.1174278550927779,1833.0,0
16855.246324152788,2542.05,7.0,1,2.0,0.5012129250527902,0.694709212,0.5131714918568087,0.1174278550927779,662.0,0
15750.0,4692.6,12.157323818874069,1,2.0,0.5012129250527902,0.644762617,0.5131714918568087,0.0742,2640.0,0
22500.0,6007.05,12.157323818874069,0,2.0,0.5012129250527902,0.589424792,0.5131714918568087,0.1876,1381.0,0
9000.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.623971293,0.5131714918568087,0.1174278550927779,569.0,0
18000.0,2722.188350749274,12.157323818874069,1,2.0,0.5012129250527902,0.671126471,0.352339973,0.1174278550927779,1.0,0
16200.0,1800.0,12.157323818874069,0,2.0,0.5012129250527902,0.510130654,0.5131714918568087,0.1234,1601.0,0
29250.0,2722.188350749274,12.157323818874069,1,1.0,0.879022801,0.470901714,0.5131714918568087,0.2619,453.0,0
13500.0,2722.188350749274,12.157323818874069,0,2.030038427084816,0.410870784,0.63730549,0.554946769,0.1174278550927779,307.0,0
9000.0,3302.55,12.157323818874069,0,2.0,0.5012129250527902,0.609182149,0.5131714918568087,0.0918,0.0,0
15750.0,3833.1,12.157323818874069,0,2.0,0.5012129250527902,0.424522252,0.5131714918568087,0.1174278550927779,503.0,0
16855.246324152788,3595.05,12.157323818874069,0,2.0,0.09235861,0.336762254,0.5131714918568087,0.0742,0.0,0
18000.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.23115675,0.570916542,0.0309,541.0,1
18000.0,1640.7,19.0,1,2.0,0.34067217,0.363775321,0.5131714918568087,0.3366,577.0,0
9000.0,2722.188350749274,12.157323818874069,0,2.0,0.658742965,0.512791627,0.595456203,0.1174278550927779,1055.0,0
15750.0,1804.05,12.157323818874069,0,3.0,0.28147742,0.07412417,0.5131714918568087,0.1174278550927779,118.0,1
27000.0,5332.95,12.157323818874069,1,1.0,0.721307617,0.781361677,0.5131714918568087,0.0515,564.0,0
20250.0,2621.7,14.0,1,2.0,0.187056919,0.176733168,0.5131714918568087,0.1082,2125.0,1
18000.0,1679.4,10.0,0,3.0,0.5012129250527902,0.193787697,0.5131714918568087,0.1227,232.0,0
10350.0,1350.0,0.0,0,2.0,0.872724483,0.69469066,0.5131714918568087,0.1174278550927779,1497.0,0
18000.0,2722.188350749274,12.157323818874069,0,3.0,0.5012129250527902,0.171410852,0.5131714918568087,0.1174278550927779,1514.0,0
13050.0,2722.188350749274,12.157323818874069,1,2.0,0.5012129250527902,0.721585677,0.780143638,0.2309,2621.0,0
40500.0,1757.7,3.0,1,2.0,0.5012129250527902,0.607384532,0.5131714918568087,0.1174278550927779,2607.0,0
13500.0,2540.7,12.157323818874069,0,2.0,0.5012129250527902,0.373797856,0.5131714918568087,0.1174278550927779,1527.0,1
27000.0,2722.188350749274,2.0,1,1.0,0.5012129250527902,0.703398999,0.754406173,0.1845,461.0,0
18000.0,2520.0,12.157323818874069,0,1.0,0.5012129250527902,0.714163239,0.5131714918568087,0.1381,1506.0,1
11250.0,2356.2,12.157323818874069,1,1.0,0.5012129250527902,0.710452827,0.5131714918568087,0.368,630.0,0
11700.0,2722.188350749274,25.0,0,2.0,0.5012129250527902,0.546998303,0.612704244,0.0103,449.0,0
27000.0,1403.1,12.157323818874069,0,2.0,0.6480052,0.619765071,0.5131714918568087,0.1174278550927779,1861.0,1
18000.0,1350.0,10.0,0,2.0,0.295390436,0.148258268,0.5131714918568087,0.1174278550927779,0.0,0
22500.0,1464.75,12.157323818874069,1,2.0,0.823150329,0.760667661,0.5131714918568087,0.0464,535.0,0
31500.0,4725.45,12.157323818874069,1,2.0,0.706831864,0.692529723,0.5131714918568087,0.0495,2097.0,0
20250.0,2722.188350749274,42.0,0,2.0,0.5012129250527902,0.372938329,0.389338792,0.1174278550927779,545.0,1
20250.0,2648.7,24.0,0,2.0,0.5012129250527902,0.673256254,0.5131714918568087,0.0598,1499.0,0
8100.0,2722.188350749274,12.157323818874069,0,2.0,0.227769969,0.163187035,0.5131714918568087,0.1174278550927779,317.0,1
11250.0,1350.0,12.157323818874069,1,2.0,0.239312357,0.5186248226373849,0.5131714918568087,0.1174278550927779,187.0,0
18000.0,2722.188350749274,18.0,0,3.0,0.5012129250527902,0.634596942,0.5131714918568087,0.1959,276.0,0
13500.0,1944.9,12.157323818874069,0,2.0,0.795248668,0.32534395,0.5131714918568087,0.1227,962.1060562474618,0
20250.0,2722.188350749274,12.0,0,2.0,0.5012129250527902,0.636374925,0.5131714918568087,0.1174278550927779,676.0,1
16200.0,675.0,2.0,0,2.0,0.678019943,0.652085616,0.5131714918568087,0.1649,428.0,0
16855.246324152788,2618.1,12.157323818874069,0,2.0,0.697181703,0.619285703,0.5131714918568087,0.1174278550927779,2456.0,0
22500.0,5629.05,12.157323818874069,0,2.0,0.796810205,0.730088179,0.5131714918568087,0.033,962.1060562474618,0
16855.246324152788,2080.8,7.0,0,2.0,0.5012129250527902,0.541308314,0.5131714918568087,0.133,1872.0,1
15750.0,1858.5,12.0,0,2.0,0.5012129250527902,0.479490672,0.5131714918568087,0.0742,820.0,0
28350.0,2722.188350749274,31.0,0,2.0,0.250040693,0.493458383,0.422369652,0.1174278550927779,1221.0,0
11250.0,2722.188350749274,12.157323818874069,1,2.0,0.348628152,0.547886802,0.5131714918568087,0.0722,2807.0,0
11250.0,2722.188350749274,12.157323818874069,0,3.0,0.5012129250527902,0.5186248226373849,0.5131714918568087,0.1174278550927779,284.0,0
18000.0,5629.05,12.157323818874069,0,2.0,0.5012129250527902,0.363481828,0.5131714918568087,0.1174278550927779,591.0,0
18000.0,900.0,4.0,0,2.0,0.5012129250527902,0.662380957,0.5131714918568087,0.0825,0.0,0
16855.246324152788,1219.95,12.157323818874069,0,2.0,0.53637491,0.276650343,0.5131714918568087,0.0814,79.0,1
10800.0,1466.1,12.157323818874069,0,2.0,0.237774185,0.662566764,0.5131714918568087,0.1174278550927779,962.1060562474618,0
15750.0,2970.0,16.0,0,3.0,0.5012129250527902,0.396516003,0.5131714918568087,0.1174278550927779,137.0,0
13500.0,2553.75,16.0,1,2.0,0.5012129250527902,0.243568398,0.5131714918568087,0.0619,0.0,0
16855.246324152788,3446.55,14.0,0,3.0,0.73657987,0.498760901,0.5131714918568087,0.1174278550927779,1976.0,0
29250.0,4037.4,12.157323818874069,1,2.0,0.672297079,0.574417963,0.5131714918568087,0.1174278550927779,2460.0,1
18000.0,3134.7,12.157323818874069,1,2.0,0.5012129250527902,0.502423699,0.5131714918568087,0.1174278550927779,1060.0,0
6750.0,2986.65,12.157323818874069,0,3.0,0.207498955,0.621011361,0.5131714918568087,0.1174278550927779,145.0,1
22500.0,2446.2,8.0,0,2.0,0.095053445,0.531084779,0.5131714918568087,0.1174278550927779,503.0,1
18000.0,2557.35,6.0,0,3.0,0.492735042,0.35663948,0.5131714918568087,0.1174278550927779,0.0,0
18000.0,2715.3,12.0,1,2.0,0.5012129250527902,0.439206128,0.5131714918568087,0.1174278550927779,1.0,1
18900.0,2001.15,12.157323818874069,0,1.0,0.5012129250527902,0.648764283,0.5131714918568087,0.0,617.0,1
36000.0,3188.7,12.157323818874069,0,2.0,0.5012129250527902,0.701396867,0.5131714918568087,0.0165,1902.0,0
13500.0,2722.188350749274,12.157323818874069,1,1.0,0.41021193,0.775146569,0.5131714918568087,0.1897,1861.0,0
21600.0,2722.188350749274,12.157323818874069,0,2.0,0.5012129250527902,0.650108495,0.406617437,0.1174278550927779,892.0,0
16650.0,1882.35,12.157323818874069,1,2.0,0.53922034,0.67009277,0.5131714918568087,0.1174278550927779,2084.0,0
16855.246324152788,2007.9,12.157323818874069,1,2.0,0.609698295,0.353294875,0.5131714918568087,0.1174278550927779,679.0,0
13500.0,1350.0,12.157323818874069,0,2.0,0.5012129250527902,0.141399062,0.5131714918568087,0.1174278550927779,2.0,1
15750.0,6943.05,4.0,1,1.0,0.470328126,0.716323313,0.5131714918568087,0.1174278550927779,2251.0,0
